COMUNA,TIPO DE ACCIDENTE,GRAVEDAD,MES,DIA SEMANA,NUMERO ACCIDENTE
Otro,Choque,HERIDO,07,MARTES   ,0
Laureles Estadio,Choque,SOLO DANOS,01,DOMINGO  ,27
Belen,Atropello,HERIDO,05,DOMINGO  ,3
Manrique,Caida ocupante,HERIDO,06,DOMINGO  ,3
Manrique,Choque,HERIDO,07,VIERNES  ,7
Popular,Otro,HERIDO,05,LUNES    ,2
Aranjuez,Atropello,HERIDO,05,VIERNES  ,13
Otro,Volcamiento,HERIDO,03,LUNES    ,0
San Javier,Atropello,MUERTO,03,JUEVES   ,0
Santa Cruz,Atropello,MUERTO,02,SABADO   ,0
El Poblado,Otro,HERIDO,09,LUNES    ,1
La Candelaria,Choque,MUERTO,04,LUNES    ,0
Corregimiento de San Cristobal,Volcamiento,HERIDO,08,VIERNES  ,0
La America,Otro,HERIDO,05,LUNES    ,4
Corregimiento de San Cristobal,Otro,HERIDO,11,DOMINGO  ,0
La Candelaria,Volcamiento,HERIDO,04,SABADO   ,9
Santa Cruz,Otro,HERIDO,04,MIERCOLES,3
Villa Hermosa,Caida ocupante,HERIDO,03,DOMINGO  ,9
La America,Caida ocupante,HERIDO,06,MIERCOLES,1
Popular,Otro,HERIDO,01,JUEVES   ,0
Corregimiento de San Antonio de Prado,Choque,HERIDO,03,MARTES   ,2
El Poblado,Atropello,HERIDO,11,DOMINGO  ,3
Corregimiento de San Antonio de Prado,Choque,HERIDO,11,LUNES    ,2
Aranjuez,Choque,HERIDO,06,LUNES    ,19
San Javier,Volcamiento,HERIDO,04,JUEVES   ,0
La Candelaria,Atropello,HERIDO,11,VIERNES  ,30
Laureles Estadio,Caida ocupante,HERIDO,07,LUNES    ,8
Guayabal,Otro,HERIDO,12,DOMINGO  ,9
Manrique,Otro,HERIDO,01,SABADO   ,3
Guayabal,Atropello,MUERTO,09,MARTES   ,0
Robledo,Caida ocupante,HERIDO,08,LUNES    ,20
Buenos Aires,Choque,HERIDO,06,VIERNES  ,16
Villa Hermosa,Choque,HERIDO,07,MIERCOLES,10
El Poblado,Otro,HERIDO,05,JUEVES   ,9
La America,Choque,SOLO DANOS,01,JUEVES   ,17
MUERTO,Choque ,Malla vial aproximada: CL S 4-49,10,DOMINGO  ,0
Corregimiento de Santa Elena,Volcamiento,HERIDO,11,SABADO   ,1
Popular,Otro,HERIDO,07,SABADO   ,3
Santa Cruz,Choque,HERIDO,11,MARTES   ,2
Belen,Volcamiento,SOLO DANOS,01,MIERCOLES,0
Belen,Otro,HERIDO,09,DOMINGO  ,8
Corregimiento de San Cristobal,Volcamiento,SOLO DANOS,11,VIERNES  ,0
Belen,Choque,HERIDO,11,DOMINGO  ,20
Corregimiento de San Cristobal,Caida ocupante,HERIDO,10,MARTES   ,6
Doce de Octubre,Atropello,HERIDO,04,MARTES   ,4
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,07,JUEVES   ,0
Doce de Octubre,Atropello,HERIDO,12,LUNES    ,6
La Candelaria,Choque,MUERTO,06,SABADO   ,0
Castilla,Caida ocupante,HERIDO,07,VIERNES  ,13
Manrique,Atropello,HERIDO,02,DOMINGO  ,11
La Candelaria,Atropello,HERIDO,02,MIERCOLES,33
Aranjuez,Volcamiento,HERIDO,07,MIERCOLES,4
La America,Atropello,HERIDO,01,SABADO   ,2
La America,Otro,HERIDO,07,SABADO   ,7
La America,Caida ocupante,HERIDO,01,LUNES    ,6
Doce de Octubre,Caida ocupante,HERIDO,11,LUNES    ,7
Santa Cruz,Atropello,HERIDO,10,VIERNES  ,0
Castilla,Volcamiento,HERIDO,05,LUNES    ,7
Guayabal,Volcamiento,HERIDO,10,SABADO   ,2
La Candelaria,Atropello,MUERTO,06,LUNES    ,1
Buenos Aires,Otro,HERIDO,06,VIERNES  ,10
Corregimiento de San Antonio de Prado,Volcamiento,SOLO DANOS,02,DOMINGO  ,0
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,07,MARTES   ,3
Popular,Choque,HERIDO,12,MIERCOLES,2
Aranjuez,Choque,HERIDO,08,SABADO   ,25
El Poblado,Caida ocupante,HERIDO,06,LUNES    ,0
Villa Hermosa,Choque,SOLO DANOS,08,DOMINGO  ,14
Villa Hermosa,Choque,HERIDO,02,LUNES    ,5
Corregimiento de San Cristobal,Otro,HERIDO,03,VIERNES  ,1
Santa Cruz,Choque,SOLO DANOS,02,SABADO   ,5
Doce de Octubre,Otro,HERIDO,07,MIERCOLES,9
El Poblado,Choque,SOLO DANOS,01,MARTES   ,83
La Candelaria,Volcamiento,HERIDO,10,MARTES   ,10
Aranjuez,Otro,HERIDO,06,DOMINGO  ,8
Castilla,Otro,HERIDO,01,JUEVES   ,12
Doce de Octubre,Volcamiento,HERIDO,02,MARTES   ,0
El Poblado,Atropello,HERIDO,03,VIERNES  ,4
Manrique,Volcamiento,HERIDO,04,MIERCOLES,0
Corregimiento de Altavista,Otro,HERIDO,06,VIERNES  ,0
Castilla,Choque,HERIDO,12,MIERCOLES,42
La America,Volcamiento,HERIDO,01,DOMINGO  ,0
Guayabal,Otro,HERIDO,04,VIERNES  ,12
Santa Cruz,Atropello,HERIDO,01,MIERCOLES,2
Castilla,Volcamiento,HERIDO,01,JUEVES   ,0
Popular,Choque,SOLO DANOS,03,LUNES    ,0
Laureles Estadio,Choque,MUERTO,12,MIERCOLES,0
Laureles Estadio,Atropello,HERIDO,07,DOMINGO  ,4
La Candelaria,Atropello,MUERTO,02,JUEVES   ,3
Aranjuez,Volcamiento,HERIDO,02,LUNES    ,3
Santa Cruz,Caida ocupante,HERIDO,10,JUEVES   ,2
Buenos Aires,Atropello,HERIDO,05,MIERCOLES,8
El Poblado,Choque,HERIDO,06,VIERNES  ,27
San Javier,Otro,HERIDO,11,SABADO   ,3
El Poblado,Caida ocupante,HERIDO,02,JUEVES   ,4
Villa Hermosa,Volcamiento,HERIDO,08,DOMINGO  ,1
Santa Cruz,Choque,HERIDO,04,JUEVES   ,2
San Javier,Atropello,HERIDO,08,MIERCOLES,4
Belen,Choque,HERIDO,03,VIERNES  ,27
La America,Caida ocupante,HERIDO,03,SABADO   ,2
Buenos Aires,Choque,SOLO DANOS,09,JUEVES   ,21
Corregimiento de San Cristobal,Caida ocupante,HERIDO,03,JUEVES   ,4
Castilla,Volcamiento,HERIDO,07,SABADO   ,6
La Candelaria,Atropello,MUERTO,08,SABADO   ,1
Santa Cruz,Volcamiento,HERIDO,04,VIERNES  ,1
Castilla,Atropello,HERIDO,02,SABADO   ,11
La Candelaria,Otro,HERIDO,01,MARTES   ,31
Castilla,Choque,SOLO DANOS,05,MARTES   ,62
El Poblado,Caida ocupante,HERIDO,08,SABADO   ,6
Doce de Octubre,Otro,HERIDO,02,LUNES    ,5
Villa Hermosa,Atropello,HERIDO,07,MIERCOLES,1
Corregimiento de San Cristobal,Choque,SOLO DANOS,11,VIERNES  ,6
Aranjuez,Otro,SOLO DANOS,12,MARTES   ,0
Robledo,Atropello,HERIDO,11,DOMINGO  ,8
Laureles Estadio,Volcamiento,HERIDO,02,MARTES   ,1
El Poblado,Choque,SOLO DANOS,11,SABADO   ,60
Laureles Estadio,Volcamiento,HERIDO,10,LUNES    ,6
Laureles Estadio,Choque,SOLO DANOS,06,DOMINGO  ,33
Manrique,Otro,HERIDO,04,LUNES    ,4
Belen,Otro,HERIDO,04,MIERCOLES,9
Corregimiento de San Cristobal,Choque,HERIDO,01,JUEVES   ,3
Corregimiento de Altavista,Choque,SOLO DANOS,01,VIERNES  ,0
La Candelaria,Volcamiento,SOLO DANOS,02,SABADO   ,0
Popular,Choque,SOLO DANOS,05,SABADO   ,6
Corregimiento de San Antonio de Prado,Atropello,HERIDO,10,SABADO   ,2
Aranjuez,Volcamiento,HERIDO,04,SABADO   ,0
Guayabal,Atropello,HERIDO,11,SABADO   ,7
Guayabal,Caida ocupante,HERIDO,12,DOMINGO  ,5
San Javier,Atropello,HERIDO,03,LUNES    ,3
La Candelaria,Volcamiento,HERIDO,03,JUEVES   ,11
Robledo,Volcamiento,HERIDO,09,LUNES    ,1
La Candelaria,Choque,MUERTO,09,LUNES    ,0
Robledo,Choque,SOLO DANOS,01,MARTES   ,22
In,Choque,SOLO DANOS,12,VIERNES  ,1
La America,Atropello,HERIDO,04,LUNES    ,2
Aranjuez,Choque,SOLO DANOS,01,MARTES   ,29
Villa Hermosa,Otro,HERIDO,05,VIERNES  ,5
Guayabal,Volcamiento,HERIDO,05,MARTES   ,2
La Candelaria,Volcamiento,HERIDO,09,SABADO   ,6
La Candelaria,Otro,HERIDO,11,SABADO   ,17
Corregimiento de Santa Elena,Atropello,HERIDO,05,DOMINGO  ,0
Santa Cruz,Otro,HERIDO,09,MIERCOLES,1
Villa Hermosa,Caida ocupante,HERIDO,08,DOMINGO  ,6
Popular,Otro,HERIDO,06,JUEVES   ,0
Cristo Rey,Atropello,MUERTO,05,JUEVES   ,0
Corregimiento de San Antonio de Prado,Choque,HERIDO,08,MARTES   ,5
Barrio Colombia,Choque,MUERTO,06,MARTES   ,0
San Javier,Volcamiento,HERIDO,09,JUEVES   ,3
Aranjuez,Otro,HERIDO,01,MIERCOLES,4
Laureles Estadio,Volcamiento,HERIDO,12,SABADO   ,3
Manrique,Otro,HERIDO,06,SABADO   ,6
In,Choque,SOLO DANOS,03,MIERCOLES,1
Robledo,Atropello,HERIDO,03,VIERNES  ,10
San Javier,Choque,HERIDO,02,SABADO   ,3
Terminal de Transporte,Choque,MUERTO,04,MIERCOLES,0
Doce de Octubre,Atropello,HERIDO,09,MARTES   ,9
Villa Hermosa,Volcamiento,HERIDO,03,MIERCOLES,0
San Javier,Otro,HERIDO,06,MARTES   ,2
Buenos Aires,Volcamiento,HERIDO,06,MIERCOLES,3
Manrique,Atropello,HERIDO,07,DOMINGO  ,11
Robledo,Choque,SOLO DANOS,11,SABADO   ,31
La Candelaria,Atropello,HERIDO,07,MIERCOLES,29
La America,Atropello,HERIDO,06,SABADO   ,2
Doce de Octubre,Caida ocupante,HERIDO,08,MARTES   ,12
Popular,Choque,SOLO DANOS,11,MARTES   ,3
La America,Caida ocupante,HERIDO,06,LUNES    ,3
Aranjuez,Choque,SOLO DANOS,11,SABADO   ,30
Guayabal,Caida ocupante,HERIDO,04,VIERNES  ,8
Santa Cruz,Choque,SOLO DANOS,01,JUEVES   ,3
Robledo,Caida ocupante,HERIDO,09,JUEVES   ,21
Belen,Caida ocupante,HERIDO,12,DOMINGO  ,4
Corregimiento de San Antonio de Prado,Otro,HERIDO,04,MIERCOLES,2
Laureles Estadio,Otro,HERIDO,12,VIERNES  ,13
Belen,Otro,HERIDO,01,SABADO   ,7
Villa Hermosa,Choque,HERIDO,07,LUNES    ,11
Laureles Estadio,Choque,SOLO DANOS,01,MIERCOLES,68
Corregimiento de San Cristobal,Otro,HERIDO,08,VIERNES  ,1
Santa Cruz,Choque,SOLO DANOS,07,SABADO   ,10
El Poblado,Choque,SOLO DANOS,06,MARTES   ,100
Manrique,Atropello,HERIDO,10,VIERNES  ,9
Santa Cruz,Caida ocupante,HERIDO,01,DOMINGO  ,1
Castilla,Otro,HERIDO,06,JUEVES   ,28
El Poblado,Atropello,HERIDO,08,VIERNES  ,0
Doce de Octubre,Volcamiento,HERIDO,07,MARTES   ,3
Guayabal,Choque,SOLO DANOS,01,VIERNES  ,45
Manrique,Volcamiento,HERIDO,09,MIERCOLES,2
Belen,Otro,SOLO DANOS,10,MIERCOLES,1
Buenos Aires,Volcamiento,HERIDO,01,LUNES    ,0
Guayabal,Otro,HERIDO,09,VIERNES  ,16
La America,Volcamiento,HERIDO,06,DOMINGO  ,0
Santa Cruz,Atropello,HERIDO,06,MIERCOLES,5
Castilla,Volcamiento,HERIDO,06,JUEVES   ,4
Corregimiento de San Antonio de Prado,Atropello,HERIDO,05,MARTES   ,1
La Candelaria,Atropello,MUERTO,07,JUEVES   ,1
La Candelaria,Atropello,HERIDO,02,LUNES    ,37
Aranjuez,Volcamiento,HERIDO,07,LUNES    ,3
Manrique,Otro,HERIDO,12,MARTES   ,6
Laureles Estadio,Otro,HERIDO,03,MIERCOLES,28
Castilla,Atropello,HERIDO,01,JUEVES   ,13
Robledo,Volcamiento,SOLO DANOS,08,VIERNES  ,0
Buenos Aires,Choque,HERIDO,01,MARTES   ,10
El Poblado,Caida ocupante,HERIDO,07,JUEVES   ,3
Santa Cruz,Choque,HERIDO,09,JUEVES   ,4
Manrique,Choque,HERIDO,12,SABADO   ,14
Aranjuez,Atropello,HERIDO,10,SABADO   ,8
Belen,Choque,HERIDO,08,VIERNES  ,42
Guayabal,Choque,HERIDO,01,VIERNES  ,34
La America,Caida ocupante,HERIDO,08,SABADO   ,4
Corregimiento de Santa Elena,Choque,HERIDO,05,MIERCOLES,1
Popular,Choque,HERIDO,12,LUNES    ,4
Santa Cruz,Volcamiento,HERIDO,09,VIERNES  ,0
Doce de Octubre,Volcamiento,HERIDO,11,JUEVES   ,0
La Candelaria,Otro,HERIDO,06,MARTES   ,36
Castilla,Caida ocupante,HERIDO,02,MARTES   ,10
Guayabal,Otro,HERIDO,12,MIERCOLES,15
Doce de Octubre,Otro,HERIDO,07,LUNES    ,5
Villa Hermosa,Choque,HERIDO,09,SABADO   ,9
La America,Atropello,HERIDO,12,MARTES   ,3
Popular,Choque,SOLO DANOS,04,JUEVES   ,9
Guayabal,Atropello,HERIDO,10,JUEVES   ,9
Manrique,Volcamiento,HERIDO,04,LUNES    ,0
La America,Choque,HERIDO,05,MARTES   ,12
Belen,Caida ocupante,HERIDO,04,VIERNES  ,5
Laureles Estadio,Volcamiento,HERIDO,07,MARTES   ,4
Belen,Volcamiento,SOLO DANOS,03,SABADO   ,0
Castilla,Choque,HERIDO,04,MARTES   ,46
Castilla,Choque,HERIDO,12,LUNES    ,36
Santa Cruz,Atropello,HERIDO,01,LUNES    ,1
Buenos Aires,Caida ocupante,HERIDO,02,DOMINGO  ,2
San Javier,Caida ocupante,HERIDO,12,MIERCOLES,2
Laureles Estadio,Choque,MUERTO,12,LUNES    ,0
Buenos Aires,Atropello,HERIDO,05,LUNES    ,11
Buenos Aires,Volcamiento,HERIDO,03,SABADO   ,1
Corregimiento de Altavista,Choque,SOLO DANOS,06,VIERNES  ,0
Aranjuez,Volcamiento,HERIDO,09,SABADO   ,3
Doce de Octubre,Choque,HERIDO,05,DOMINGO  ,7
San Javier,Atropello,HERIDO,08,LUNES    ,1
La Candelaria,Volcamiento,HERIDO,08,JUEVES   ,15
La Candelaria,Otro,HERIDO,10,JUEVES   ,25
Buenos Aires,Choque,HERIDO,11,SABADO   ,6
Guayabal,Otro,SOLO DANOS,08,MIERCOLES,0
Robledo,Choque,SOLO DANOS,06,MARTES   ,30
Corregimiento de Altavista,Otro,HERIDO,01,MARTES   ,1
La America,Atropello,HERIDO,09,LUNES    ,7
Laureles Estadio,Volcamiento,HERIDO,11,JUEVES   ,7
Aranjuez,Choque,SOLO DANOS,06,MARTES   ,29
Belen,Choque,SOLO DANOS,12,VIERNES  ,48
Aranjuez,Caida ocupante,HERIDO,02,DOMINGO  ,5
Manrique,Otro,HERIDO,05,JUEVES   ,8
Belen,Atropello,HERIDO,02,SABADO   ,8
Manrique,Caida ocupante,HERIDO,03,SABADO   ,5
Doce de Octubre,Otro,HERIDO,09,SABADO   ,7
Castilla,Caida ocupante,HERIDO,12,SABADO   ,12
Castilla,Atropello,MUERTO,12,DOMINGO  ,0
Fatima,Choque,MUERTO,05,VIERNES  ,0
Belen,Otro,HERIDO,04,LUNES    ,15
Popular,Atropello,HERIDO,10,MARTES   ,9
Aranjuez,Otro,HERIDO,06,MIERCOLES,13
El Poblado,Otro,SOLO DANOS,12,MIERCOLES,0
San Javier,Choque,HERIDO,01,JUEVES   ,7
Buenos Aires,Otro,HERIDO,11,SABADO   ,4
Buenos Aires,Atropello,HERIDO,07,SABADO   ,5
Robledo,Choque,SOLO DANOS,10,JUEVES   ,38
Manrique,Choque,SOLO DANOS,12,VIERNES  ,12
La America,Atropello,HERIDO,05,JUEVES   ,4
Aranjuez,Choque,HERIDO,10,DOMINGO  ,22
Robledo,Atropello,HERIDO,08,VIERNES  ,6
Aranjuez,Choque,SOLO DANOS,10,JUEVES   ,34
Laureles Estadio,Caida ocupante,HERIDO,11,DOMINGO  ,8
San Javier,Choque,HERIDO,07,SABADO   ,12
Robledo,Otro,HERIDO,11,JUEVES   ,15
Corregimiento de Santa Elena,Choque,HERIDO,02,SABADO   ,1
Otro,Atropello,HERIDO,04,SABADO   ,0
Robledo,Caida ocupante,HERIDO,12,DOMINGO  ,3
Otro,Otro,HERIDO,07,MARTES   ,1
Corregimiento de Altavista,Otro,HERIDO,11,SABADO   ,1
Villa Hermosa,Choque,SOLO DANOS,03,LUNES    ,8
Aranjuez,Atropello,HERIDO,05,MARTES   ,17
Santa Cruz,Otro,HERIDO,09,LUNES    ,1
Guayabal,Caida ocupante,HERIDO,09,VIERNES  ,8
Santa Cruz,Choque,SOLO DANOS,06,JUEVES   ,4
Corregimiento de San Cristobal,Caida ocupante,HERIDO,10,DOMINGO  ,0
Aranjuez,Otro,HERIDO,01,LUNES    ,5
Otro,Choque,HERIDO,11,VIERNES  ,0
Corregimiento de Santa Elena,Choque,SOLO DANOS,09,VIERNES  ,3
Belen,Otro,HERIDO,06,SABADO   ,9
Laureles Estadio,Choque,SOLO DANOS,06,MIERCOLES,114
Laureles Estadio,Atropello,HERIDO,02,LUNES    ,14
Santa Cruz,Caida ocupante,HERIDO,06,DOMINGO  ,2
Belen,Volcamiento,HERIDO,06,MARTES   ,5
San Javier,Choque,SOLO DANOS,04,MIERCOLES,7
Guayabal,Choque,SOLO DANOS,06,VIERNES  ,57
Villa Hermosa,Volcamiento,HERIDO,03,LUNES    ,1
Manrique,Choque,HERIDO,11,JUEVES   ,7
Corregimiento de Altavista,Volcamiento,HERIDO,12,LUNES    ,0
Guayabal,Otro,SOLO DANOS,05,SABADO   ,0
Guayabal,Caida ocupante,HERIDO,12,MIERCOLES,3
Castilla,Otro,SOLO DANOS,10,MIERCOLES,0
La America,Caida ocupante,HERIDO,07,JUEVES   ,1
Buenos Aires,Volcamiento,HERIDO,06,LUNES    ,2
La America,Otro,HERIDO,01,VIERNES  ,7
La Candelaria,Atropello,HERIDO,07,LUNES    ,23
Corregimiento de Santa Elena,Choque,SOLO DANOS,12,MIERCOLES,0
Popular,Choque,MUERTO,08,DOMINGO  ,0
La Candelaria,Choque,HERIDO,02,JUEVES   ,64
Laureles Estadio,Otro,HERIDO,08,MIERCOLES,20
Villa Hermosa,Choque,SOLO DANOS,05,SABADO   ,8
Aranjuez,Choque,HERIDO,02,VIERNES  ,18
Guayabal,Choque,HERIDO,06,VIERNES  ,30
Laureles Estadio,Caida ocupante,HERIDO,03,VIERNES  ,14
Popular,Choque,HERIDO,09,MARTES   ,4
Doce de Octubre,Choque,SOLO DANOS,01,JUEVES   ,5
Aranjuez,Otro,HERIDO,03,SABADO   ,10
Robledo,Caida ocupante,HERIDO,04,VIERNES  ,12
Guayabal,Atropello,HERIDO,01,DOMINGO  ,4
Laureles Estadio,Choque,SOLO DANOS,01,LUNES    ,64
Castilla,Choque,MUERTO,08,DOMINGO  ,1
La Candelaria,Volcamiento,SOLO DANOS,06,JUEVES   ,0
Popular,Choque,SOLO DANOS,09,JUEVES   ,9
Laureles Estadio,Atropello,HERIDO,04,SABADO   ,9
Manrique,Volcamiento,HERIDO,09,LUNES    ,1
Belen,Caida ocupante,HERIDO,09,VIERNES  ,4
In,Otro,HERIDO,10,MIERCOLES,0
Villa Hermosa,Otro,HERIDO,10,SABADO   ,4
Castilla,Choque,HERIDO,09,MARTES   ,46
Buenos Aires,Choque,HERIDO,10,JUEVES   ,12
Santa Cruz,Atropello,HERIDO,06,LUNES    ,5
Terminal de Transporte,Choque,MUERTO,06,SABADO   ,0
La Candelaria,Otro,HERIDO,01,DOMINGO  ,14
Belen,Otro,HERIDO,12,MARTES   ,12
Buenos Aires,Volcamiento,HERIDO,08,SABADO   ,1
Laureles Estadio,Otro,HERIDO,03,LUNES    ,17
Otro,Choque,SOLO DANOS,11,MIERCOLES,0
Corregimiento de San Cristobal,Otro,HERIDO,03,MARTES   ,0
La Candelaria,Atropello,HERIDO,09,SABADO   ,33
Belen,Atropello,HERIDO,01,JUEVES   ,4
Doce de Octubre No.1,Atropello,MUERTO,05,LUNES    ,0
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,11,VIERNES  ,3
Versalles No. 1,Choque,MUERTO,04,DOMINGO  ,0
Manrique,Caida ocupante,HERIDO,02,JUEVES   ,3
El Poblado,Volcamiento,HERIDO,03,DOMINGO  ,1
Castilla,Caida ocupante,HERIDO,11,JUEVES   ,16
Corregimiento de San Cristobal,Atropello,HERIDO,12,DOMINGO  ,0
Otro,Atropello,HERIDO,07,LUNES    ,0
Villa Hermosa,Caida ocupante,HERIDO,03,LUNES    ,1
Popular,Caida ocupante,HERIDO,03,MARTES   ,2
Popular,Caida ocupante,HERIDO,11,LUNES    ,1
Buenos Aires,Choque,SOLO DANOS,11,MIERCOLES,27
Corregimiento de Santa Elena,Volcamiento,HERIDO,06,DOMINGO  ,0
Guayabal,Otro,HERIDO,04,MARTES   ,9
Guayabal,Otro,HERIDO,12,LUNES    ,6
Robledo,Choque,HERIDO,01,VIERNES  ,16
Buenos Aires,Caida ocupante,HERIDO,10,VIERNES  ,4
Aranjuez,Caida ocupante,HERIDO,07,DOMINGO  ,6
Laureles Estadio,Choque,SOLO DANOS,03,SABADO   ,105
Buenos Aires,Otro,HERIDO,10,JUEVES   ,6
Belen,Atropello,HERIDO,07,SABADO   ,5
Doce de Octubre,Atropello,MUERTO,03,LUNES    ,0
Villa Hermosa,Choque,SOLO DANOS,11,MARTES   ,11
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,10,DOMINGO  ,1
Santa Cruz,Caida ocupante,HERIDO,01,MIERCOLES,1
San Javier,Choque,HERIDO,06,JUEVES   ,5
Corregimiento de Santa Elena,Choque,HERIDO,01,JUEVES   ,0
Santa Cruz,Atropello,HERIDO,08,SABADO   ,8
La America,Choque,HERIDO,01,DOMINGO  ,4
Robledo,Otro,HERIDO,02,DOMINGO  ,11
La Candelaria,Choque,SOLO DANOS,10,SABADO   ,203
Corregimiento de San Cristobal,Choque,SOLO DANOS,11,MARTES   ,3
Belen,Choque,SOLO DANOS,08,MIERCOLES,51
Laureles Estadio,Atropello,HERIDO,10,MARTES   ,3
Aranjuez,Caida ocupante,HERIDO,10,VIERNES  ,8
Corregimiento de Santa Elena,Choque,HERIDO,07,SABADO   ,1
El Poblado,Choque,HERIDO,10,JUEVES   ,32
Villa Hermosa,Caida ocupante,HERIDO,05,SABADO   ,0
Villa Hermosa,Volcamiento,HERIDO,11,MARTES   ,2
La America,Choque,SOLO DANOS,05,VIERNES  ,26
Belen,Otro,HERIDO,05,JUEVES   ,18
Corregimiento de Santa Elena,Caida ocupante,HERIDO,05,LUNES    ,0
Castilla,Choque,MUERTO,03,MIERCOLES,0
Doce de Octubre,Atropello,HERIDO,09,DOMINGO  ,7
Aranjuez,Otro,HERIDO,06,LUNES    ,13
Corregimiento de San Cristobal,Atropello,HERIDO,04,VIERNES  ,0
Manrique,Choque,SOLO DANOS,08,MIERCOLES,10
San Javier,Volcamiento,HERIDO,11,MIERCOLES,1
Manrique,Choque,HERIDO,02,DOMINGO  ,14
La America,Caida ocupante,HERIDO,10,DOMINGO  ,1
El Poblado,Otro,HERIDO,12,MIERCOLES,4
Robledo,Volcamiento,HERIDO,05,VIERNES  ,1
Corregimiento de Altavista,Atropello,HERIDO,05,DOMINGO  ,0
San Javier,Choque,SOLO DANOS,09,MIERCOLES,7
La Candelaria,Choque,MUERTO,05,VIERNES  ,0
Castilla,Atropello,MUERTO,09,VIERNES  ,0
Villa Hermosa,Choque,SOLO DANOS,04,JUEVES   ,12
Villa Hermosa,Volcamiento,HERIDO,08,LUNES    ,0
Doce de Octubre,Choque,HERIDO,05,MIERCOLES,7
Villa Hermosa,Choque,HERIDO,11,DOMINGO  ,4
La America,Otro,HERIDO,06,VIERNES  ,6
Castilla,Otro,HERIDO,05,VIERNES  ,13
Aranjuez,Choque,HERIDO,07,VIERNES  ,21
Corregimiento de San Antonio de Prado,Choque,HERIDO,12,VIERNES  ,3
Laureles Estadio,Incendio,SOLO DANOS,03,VIERNES  ,0
Laureles Estadio,Caida ocupante,HERIDO,08,VIERNES  ,11
Laureles Estadio,Atropello,HERIDO,03,JUEVES   ,8
Corregimiento de San Antonio de Prado,Otro,HERIDO,09,LUNES    ,0
Robledo,Atropello,HERIDO,03,MARTES   ,9
Robledo,Atropello,HERIDO,11,LUNES    ,6
Aranjuez,Otro,HERIDO,08,SABADO   ,7
Aranjuez,Volcamiento,HERIDO,11,DOMINGO  ,1
Robledo,Caida ocupante,HERIDO,09,VIERNES  ,12
Corregimiento de San Antonio de Prado,Atropello,HERIDO,05,DOMINGO  ,2
Guayabal,Atropello,HERIDO,06,DOMINGO  ,1
La Candelaria,Caida ocupante,HERIDO,05,MARTES   ,22
Villa Hermosa,Caida ocupante,HERIDO,11,MARTES   ,1
Laureles Estadio,Choque,SOLO DANOS,06,LUNES    ,76
Villa Hermosa,Volcamiento,HERIDO,04,JUEVES   ,2
Buenos Aires,Choque,HERIDO,01,DOMINGO  ,8
Buenos Aires,Volcamiento,HERIDO,07,JUEVES   ,1
La America,Volcamiento,HERIDO,03,SABADO   ,0
Buenos Aires,Volcamiento,SOLO DANOS,04,JUEVES   ,0
San Javier,Choque,SOLO DANOS,04,LUNES    ,5
Laureles Estadio,Atropello,HERIDO,09,SABADO   ,8
Guayabal,Caida ocupante,HERIDO,04,MARTES   ,11
Guayabal,Caida ocupante,HERIDO,12,LUNES    ,4
Castilla,Otro,SOLO DANOS,10,LUNES    ,0
Belen,Otro,SOLO DANOS,07,MARTES   ,0
Doce de Octubre,Atropello,MUERTO,11,MARTES   ,0
San Javier,Otro,HERIDO,10,VIERNES  ,1
Corregimiento de San Antonio de Prado,Choque,HERIDO,03,MIERCOLES,0
La Candelaria,Otro,HERIDO,06,DOMINGO  ,6
Corregimiento de Santa Elena,Otro,HERIDO,05,LUNES    ,0
Doce de Octubre,Otro,HERIDO,11,DOMINGO  ,3
Castilla,Caida ocupante,HERIDO,02,DOMINGO  ,5
Laureles Estadio,Otro,HERIDO,08,LUNES    ,13
La Candelaria,Choque,SOLO DANOS,05,MARTES   ,243
La America,Caida ocupante,HERIDO,02,VIERNES  ,3
Doce de Octubre,Caida ocupante,HERIDO,12,VIERNES  ,8
Laureles Estadio,Choque,SOLO DANOS,02,JUEVES   ,87
Laureles Estadio,Volcamiento,HERIDO,07,DOMINGO  ,4
Belen,Atropello,HERIDO,06,JUEVES   ,7
Manrique,Caida ocupante,HERIDO,07,JUEVES   ,6
Manrique,Atropello,HERIDO,10,MARTES   ,10
El Poblado,Volcamiento,HERIDO,08,DOMINGO  ,1
Santa Cruz,Choque,HERIDO,11,MIERCOLES,4
Popular,Caida ocupante,HERIDO,08,MARTES   ,2
Buenos Aires,Otro,HERIDO,01,DOMINGO  ,2
Villa Hermosa,Choque,HERIDO,03,VIERNES  ,11
Corregimiento de San Cristobal,Caida ocupante,HERIDO,10,MIERCOLES,0
Corregimiento de San Cristobal,Choque,HERIDO,05,VIERNES  ,4
Doce de Octubre,Atropello,HERIDO,04,MIERCOLES,5
Guayabal,Otro,HERIDO,09,MARTES   ,11
San Javier,Otro,HERIDO,01,MIERCOLES,2
Robledo,Choque,HERIDO,06,VIERNES  ,26
El Poblado,Choque,SOLO DANOS,10,VIERNES  ,98
Laureles Estadio,Choque,HERIDO,05,MARTES   ,49
